"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDEX_TYPE.Name","COICOP_1999.Name","TYPE_OF_TRANSFORMATION.Name","FREQUENCY.Name","SCALE.Name","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"IMF.STA:CPI(1.0.0)","FRA.CPI.CP01.IX.A","OBS_VALUE","France","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","86.43583333333332","86.57166666666664","88.02083333333331","89.29833333333332","93.82083333333333","93.89416666666668","94.63083333333331","96.51083333333332","99.29916666666668","100.4408333333333","99.59833333333334","100.0","100.5541666666667","101.6475","103.6475","106.1858333333334","108.3325","108.9983333333334"
"IMF.STA:CPI(1.0.0)","FSM.CPI.CP01.IX.A","OBS_VALUE","Micronesia, Federated States of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","","","","100.24725","99.21025","100.5365","101.25075","102.92675"
"IMF.STA:CPI(1.0.0)","GAB.CPI.CP01.IX.A","OBS_VALUE","Gabon","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","82.15383511321492","85.4619945308068","90.3139142378459","89.93807559980448","92.63506288827269","95.25662852845848","95.1664280416635","94.46993765209588","97.91185159972775","100.9126089862225","102.8049324811575","104.197"
"IMF.STA:CPI(1.0.0)","GBR.CPI.CP01.IX.A","OBS_VALUE","United Kingdom","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","70.35833333333335","71.425","73.14166666666665","76.44166666666668","83.44166666666665","88.00833333333333","91.01666666666668","96.025","99.14166666666665","102.8416666666667","102.65","100.0","97.62499999999999","99.825","101.9","103.3","104.0416666666666","104.35"
"IMF.STA:CPI(1.0.0)","GEO.CPI.CP01.IX.A","OBS_VALUE","Georgia","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","61.84605000000002","69.90173333333333","78.57489166666664","88.16605","89.524175","100.0000166666666","116.04015","110.83165","110.0478333333333","115.6909166666667","120.501175","122.48645","130.7838666666667","133.673725","144.5392833333333","159.7404","177.0091833333333"
"IMF.STA:CPI(1.0.0)","GHA.CPI.CP01.IX.A","OBS_VALUE","Ghana","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","","","","","","","",""
"IMF.STA:CPI(1.0.0)","GIN.CPI.CP01.IX.A","OBS_VALUE","Guinea","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","27.39072327044025","34.39622641509435","42.52358490566038","45.45361635220128","32.7172794319012","39.49820385961448","45.59284660820098","51.3226810797341","54.68798895951408","62.5642873108197","69.75241812707065","79.24830015436508","89.79994520393976","100.0","112.7009888701823","130.4823427518029"
"IMF.STA:CPI(1.0.0)","GLP.CPI.CP01.IX.A","OBS_VALUE","Guadeloupe","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","91.5316666666667","92.6166666666667","95.4608333333333","97.4625","98.1716666666667","99.9983333333333","101.178333333333","","","","",""
"IMF.STA:CPI(1.0.0)","GMB.CPI.CP01.IX.A","OBS_VALUE","Gambia, The","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","39.79785600796292","40.52603533899495","43.7314156521846","46.35225976922098","48.8151550711594","52.04942136412735","55.38164295994838","58.17371602466612","62.0809807084253","66.30129334586458","71.78130874847268","77.6952455387212","84.4495280161855","89.8007285907177","95.90766744471112","102.1986304492958","112.0069499948879"
"IMF.STA:CPI(1.0.0)","GNB.CPI.CP01.IX.A","OBS_VALUE","Guinea-Bissau","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","","","","","","","","","","","111.2658333333333","117.1433333333333"
"IMF.STA:CPI(1.0.0)","GNQ.CPI.CP01.IX.A","OBS_VALUE","Equatorial Guinea, Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","","","","","","","117.2227023879464","125.5402189101005","130.4909928514671","136.5168752335386","142.5268421273286","144.627882668508","138.7605461690316","140.975","141.8414938578872","142.9775","149.6266666666667","147.7975"
"IMF.STA:CPI(1.0.0)","GRC.CPI.CP01.IX.A","OBS_VALUE","Greece","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","81.03016916666668","81.5285","84.57928833333332","87.320455","92.00471250000002","93.75854999999999","93.81689916666669","96.73849333333332","98.19485333333331","98.19883416666669","96.5471125","98.28679833333332","98.0695425","98.3814975","98.7736175","98.6665925","100.0000075","101.36112"
"IMF.STA:CPI(1.0.0)","GRD.CPI.CP01.IX.A","OBS_VALUE","Grenada","Consumer price index (CPI)","Food and non-alcoholic beverages","Index","Annual","Units","75.18750000000001","78.28750000000002","82.6975","88.225","100.9441666666666","102.3933333333333","105.7283333333333","110.4008333333334","113.7141666666667","114.7405833333334","115.6808333333334","116.8825","114.15","114.85381455","116.145401575","116.6115872666666","117.8270046166667","119.8124583333333"
